arduino
120,47.06
121,47.06
122,48.08
123,49.02
124,49.02
125,49.02
126,49.02
127,50.00
128,50.98
129,50.98
130,50.98
190,74.51
191,74.51
192,75.00
193,76.47
194,76.47
195,76.47
teensy
120,46.64
121,47.08
122,47.53
123,47.98
124,48.43
125,48.88
126,49.33
127,49.55
128,49.77
129,50.22
130,50.67
190,73.99
191,74.44
192,74.89
193,75.34
194,75.78
195,76.23
